Source,Target,Relation
8804751169RW2200,8804751169RW2200UF18,YZ
8804751169RW2200,8804751169RW2200UF19,YZ
8804751169RW2200,8804751169RW2200UF20,YZ
8804751169RW2200,8804751169RW2200UF21,YZ
8804751169RW2200,8804751169RW2200UF22,YZ
8804751169RW2200,8804751169RW2200UF23,YZ
8804751169RW2200,8804751169RW2200UF24,YZ
8804751169RW2200,8804751169RW2200UF25,YZ
8804751169RW2200,8804751169RW2200UF26,YZ
8804751169RW2201,8804751169RW2201UF0,YZ
8804751169RW2201,8804751169RW2201UF1,YZ
8804751169RW2201,8804751169RW2201UF2,YZ
8804751169RW2201,8804751169RW2201UF3,YZ
8804751169RW2201,8804751169RW2201UF4,YZ
8804751169RW2201,8804751169RW2201UF5,YZ
8804751169RW2201,8804751169RW2201UF6,YZ
8804751169RW3415,8804751169RW3415UF0,YZ
8804751169RW3418,8804751169RW3418UF0,YZ
8804751169RW3418,8804751169RW3418UF1,YZ
8804751169RW3418,8804751169RW3418UF2,YZ
8804751169RW3418,8804751169RW3418UF3,YZ
8804751169RW3418,8804751169RW3418UF4,YZ
8804751169RW3418,8804751169RW3418UF5,YZ
8804751169RW3418,8804751169RW3418UF6,YZ
8804751169RW3418,8804751169RW3418UF7,YZ
8804751169RW3418,8804751169RW3418UF8,YZ
8804751169RW3418,8804751169RW3418UF9,YZ
8804751169RW3418,8804751169RW3418UF10,YZ
8804751169RW3418,8804751169RW3418UF11,YZ
8804751169RW3418,8804751169RW3418UF12,YZ
8804751169RW3418,8804751169RW3418UF13,YZ
8804751169RW3418,8804751169RW3418UF14,YZ
8804751169RW3418,8804751169RW3418UF15,YZ
8804751169RW3418,8804751169RW3418UF16,YZ
8804751169RW3418,8804751169RW3418UF17,YZ
8804751169RW3418,8804751169RW3418UF18,YZ
8804751169RW3418,8804751169RW3418UF19,YZ
8804751169RW3418,8804751169RW3418UF20,YZ
8804751169RW3418,8804751169RW3418UF21,YZ
8804751169RW3418,8804751169RW3418UF22,YZ
8804751169RW3418,8804751169RW3418UF23,YZ
8804751169RW3418,8804751169RW3418UF24,YZ
8804751169RW3418,8804751169RW3418UF25,YZ
8804751169RW3418,8804751169RW3418UF26,YZ
8804751169RW3418,8804751169RW3418UF27,YZ
8804751169RW3418,8804751169RW3418UF28,YZ
8804751169RW3418,8804751169RW3418UF29,YZ
8804751169RW3418,8804751169RW3418UF30,YZ
8804751169RW3418,8804751169RW3418UF31,YZ
8804751169RW3418,8804751169RW3418UF32,YZ
8804751169RW3418,8804751169RW3418UF33,YZ
8804751169RW3418,8804751169RW3418UF34,YZ
8804751169RW3418,8804751169RW3418UF35,YZ
8804751169RW3418,8804751169RW3418UF36,YZ
8804751169RW3418,8804751169RW3418UF37,YZ
8804751169RW3418,8804751169RW3418UF38,YZ
8804751169RW3418,8804751169RW3418UF39,YZ
8804751169RW3418,8804751169RW3418UF40,YZ
8804751169RW3418,8804751169RW3418UF41,YZ
8804751169RW3418,8804751169RW3418UF42,YZ
8804751169RW3418,8804751169RW3418UF43,YZ
8804751169RW3418,8804751169RW3418UF44,YZ
8804751169RW3419,8804751169RW3419UF0,YZ
8804751169RW3419,8804751169RW3419UF1,YZ
8804751169RW3419,8804751169RW3419UF2,YZ
8804751169RW3419,8804751169RW3419UF3,YZ
8804751169RW3419,8804751169RW3419UF4,YZ
8804751169RW3419,8804751169RW3419UF5,YZ
8804751169RW3419,8804751169RW3419UF6,YZ
8804751169RW3419,8804751169RW3419UF7,YZ
8804751169RW3419,8804751169RW3419UF8,YZ
8804751169RW3419,8804751169RW3419UF9,YZ
8804751169RW3420,8804751169RW3420UF0,YZ
8804751169RW3420,8804751169RW3420UF1,YZ
8804751169RW3420,8804751169RW3420UF2,YZ
8804751169RW3420,8804751169RW3420UF3,YZ
8804751169RW3420,8804751169RW3420UF4,YZ
8804751169RW3420,8804751169RW3420UF5,YZ
8804751169RW3420,8804751169RW3420UF6,YZ
8804751169RW3420,8804751169RW3420UF7,YZ
8804751169RW3420,8804751169RW3420UF8,YZ
8804751169RW3420,8804751169RW3420UF9,YZ
8804751169RW3420,8804751169RW3420UF10,YZ
8804751169RW3420,8804751169RW3420UF11,YZ
8804751169RW3420,8804751169RW3420UF12,YZ
8804751169RW3420,8804751169RW3420UF13,YZ
8804751169RW3420,8804751169RW3420UF14,YZ
8804751169RW3420,8804751169RW3420UF15,YZ
8804751169RW3420,8804751169RW3420UF16,YZ
8804751169RW3420,8804751169RW3420UF17,YZ
8804751169RW3420,8804751169RW3420UF18,YZ
8804751169RW3420,8804751169RW3420UF19,YZ
8804751169RW3420,8804751169RW3420UF20,YZ
8804751169RW3420,8804751169RW3420UF21,YZ
8804751169RW3420,8804751169RW3420UF22,YZ
8804751169RW3420,8804751169RW3420UF23,YZ
8804751169RW3420,8804751169RW3420UF24,YZ
8804751169RW3420,8804751169RW3420UF25,YZ
8804751169RW3420,8804751169RW3420UF26,YZ
8804751169RW3420,8804751169RW3420UF27,YZ
8804751169RW3420,8804751169RW3420UF28,YZ
8804751169RW3421,8804751169RW3421UF0,YZ
8804751169RW3423,8804751169RW3423UF0,YZ
8804751169RW3423,8804751169RW3423UF1,YZ
8804751169RW3423,8804751169RW3423UF2,YZ
8804751169RW3423,8804751169RW3423UF3,YZ
8804751169RW3426,8804751169RW3426UF0,YZ
8804751169RW3427,8804751169RW3427UF0,YZ
8804751169RW3427,8804751169RW3427UF1,YZ
8804751169RW3428,8804751169RW3428UF0,YZ
8804751169RW3430,8804751169RW3430UF0,YZ
8804751169RW3430,8804751169RW3430UF1,YZ
8804751169RW3430,8804751169RW3430UF2,YZ
8804751169RW3430,8804751169RW3430UF3,YZ
8804751169RW3430,8804751169RW3430UF4,YZ
8804751169RW3430,8804751169RW3430UF5,YZ
8804751169RW3430,8804751169RW3430UF6,YZ
8804751169RW3430,8804751169RW3430UF7,YZ
8804751169RW3431,8804751169RW3431UF0,YZ
8804751169RW3431,8804751169RW3431UF1,YZ
8804751169RW3431,8804751169RW3431UF2,YZ
8804751169RW3431,8804751169RW3431UF3,YZ
8804751169RW3431,8804751169RW3431UF4,YZ
8804751169RW3431,8804751169RW3431UF5,YZ
8804751169RW3431,8804751169RW3431UF6,YZ
8804751169RW3431,8804751169RW3431UF7,YZ
8804751169RW3431,8804751169RW3431UF8,YZ
8804751169RW3431,8804751169RW3431UF9,YZ
8804751169RW3431,8804751169RW3431UF10,YZ
8804751169RW3431,8804751169RW3431UF11,YZ
8804751169RW3432,8804751169RW3432UF0,YZ
8804751169RW3432,8804751169RW3432UF1,YZ
8804751169RW3432,8804751169RW3432UF2,YZ
8804751169RW3432,8804751169RW3432UF3,YZ
8804751169RW3432,8804751169RW3432UF4,YZ
8804751169RW3432,8804751169RW3432UF5,YZ
8804751169RW3432,8804751169RW3432UF6,YZ
8804751169RW3432,8804751169RW3432UF7,YZ
8804751169RW3432,8804751169RW3432UF8,YZ
8804751169RW3432,8804751169RW3432UF9,YZ
8804751169RW3432,8804751169RW3432UF10,YZ
8804751169RW3432,8804751169RW3432UF11,YZ
8804751169RW3432,8804751169RW3432UF12,YZ
8804751169RW3432,8804751169RW3432UF13,YZ
8804751169RW3432,8804751169RW3432UF14,YZ
8804751169RW3432,8804751169RW3432UF15,YZ
8804751169RW3432,8804751169RW3432UF16,YZ
8804751169RW3432,8804751169RW3432UF17,YZ
8804751169RW3432,8804751169RW3432UF18,YZ
8804751169RW3432,8804751169RW3432UF19,YZ
8804751169RW3432,8804751169RW3432UF20,YZ
8804751169RW3432,8804751169RW3432UF21,YZ
8804751169RW3432,8804751169RW3432UF22,YZ
8804751169RW3432,8804751169RW3432UF23,YZ
8804751169RW3432,8804751169RW3432UF24,YZ
8804751169RW3432,8804751169RW3432UF25,YZ
8804751169RW3432,8804751169RW3432UF26,YZ
8804751169RW3432,8804751169RW3432UF27,YZ
8804751169RW3434,8804751169RW3434UF0,YZ
8804751169RW3434,8804751169RW3434UF1,YZ
8804751169RW3434,8804751169RW3434UF2,YZ
8804751169RW3435,8804751169RW3435UF0,YZ
8804751169RW3436,8804751169RW3436UF0,YZ
8804751169RW3436,8804751169RW3436UF1,YZ
8804751169RW3438,8804751169RW3438UF0,YZ
8804751169RW3438,8804751169RW3438UF1,YZ
8804751169RW3438,8804751169RW3438UF2,YZ
8804751169RW3438,8804751169RW3438UF3,YZ
8804751169RW3438,8804751169RW3438UF4,YZ
8804751169RW3438,8804751169RW3438UF5,YZ
8804751169RW3438,8804751169RW3438UF6,YZ
8804751169RW3438,8804751169RW3438UF7,YZ
8804751169RW3438,8804751169RW3438UF8,YZ
8804751169RW3439,8804751169RW3439UF0,YZ
8804751169RW3440,8804751169RW3440UF0,YZ
8804751169RW3443,8804751169RW3443UF0,YZ
8804751169RW3444,8804751169RW3444UF0,YZ
8804751169RW3444,8804751169RW3444UF1,YZ
8804751169RW3445,8804751169RW3445UF0,YZ
8804751169RW3446,8804751169RW3446UF0,YZ
8804751169RW3448,8804751169RW3448UF0,YZ
8804751169RW3448,8804751169RW3448UF1,YZ
8804751169RW3448,8804751169RW3448UF2,YZ
8804751169RW3448,8804751169RW3448UF3,YZ
8804751169RW3448,8804751169RW3448UF4,YZ
8804751169RW3448,8804751169RW3448UF5,YZ
8804751169RW3448,8804751169RW3448UF6,YZ
8804751169RW3448,8804751169RW3448UF7,YZ
8804751169RW3448,8804751169RW3448UF8,YZ
8804751169RW3449,8804751169RW3449UF0,YZ
8804751169RW3450,8804751169RW3450UF0,YZ
8804751169RW3450,8804751169RW3450UF1,YZ
8804751169RW3450,8804751169RW3450UF2,YZ
8804751169RW3452,8804751169RW3452UF0,YZ
8804751169RW3453,8804751169RW3453UF0,YZ
8804751169RW3454,8804751169RW3454UF0,YZ
8804751169RW3455,8804751169RW3455UF0,YZ
8804751169RW3457,8804751169RW3457UF0,YZ
8804751169RW3459,8804751169RW3459UF0,YZ
8804751169RW3460,8804751169RW3460UF0,YZ
8804751169RW3461,8804751169RW3461UF0,YZ
8804751169RW3461,8804751169RW3461UF1,YZ
8804751169RW3461,8804751169RW3461UF2,YZ
8804751169RW3461,8804751169RW3461UF3,YZ
8804751169RW3461,8804751169RW3461UF4,YZ
8804751169RW3461,8804751169RW3461UF5,YZ
8804751169RW3461,8804751169RW3461UF6,YZ
8804751169RW3461,8804751169RW3461UF7,YZ
8804751169RW3461,8804751169RW3461UF8,YZ
8804751169RW3461,8804751169RW3461UF9,YZ
8804751169RW3461,8804751169RW3461UF10,YZ
8804751169RW3461,8804751169RW3461UF11,YZ
8804751169RW3461,8804751169RW3461UF12,YZ
8804751169RW3461,8804751169RW3461UF13,YZ
8804751169RW3461,8804751169RW3461UF14,YZ
8804751169RW3461,8804751169RW3461UF15,YZ
8804751169RW3461,8804751169RW3461UF16,YZ
8804751169RW3461,8804751169RW3461UF17,YZ
8804751169RW3461,8804751169RW3461UF18,YZ
8804751169RW3461,8804751169RW3461UF19,YZ
8804751169RW3461,8804751169RW3461UF20,YZ
8804751169RW3461,8804751169RW3461UF21,YZ
8804751169RW3462,8804751169RW3462UF0,YZ
8804751169RW3462,8804751169RW3462UF1,YZ
8804751169RW3462,8804751169RW3462UF2,YZ
8804751169RW3463,8804751169RW3463UF0,YZ
8804751169RW3463,8804751169RW3463UF1,YZ
8804751169RW3463,8804751169RW3463UF2,YZ
8804751169RW3463,8804751169RW3463UF3,YZ
8804751169RW3463,8804751169RW3463UF4,YZ
8804751169RW3463,8804751169RW3463UF5,YZ
8804751169RW3463,8804751169RW3463UF6,YZ
8804751169RW3465,8804751169RW3465UF0,YZ
8804751169RW3465,8804751169RW3465UF1,YZ
8804751169RW3467,8804751169RW3467UF0,YZ
8804751169RW3468,8804751169RW3468UF0,YZ
8804751169RW3468,8804751169RW3468UF1,YZ
8804751169RW3469,8804751169RW3469UF0,YZ
8804751169RW3469,8804751169RW3469UF1,YZ
8804751169RW3469,8804751169RW3469UF2,YZ
8804751169RW3469,8804751169RW3469UF3,YZ
8804751169RW3469,8804751169RW3469UF4,YZ
8804751169RW3469,8804751169RW3469UF5,YZ
8804751169RW3469,8804751169RW3469UF6,YZ
8804751169RW3469,8804751169RW3469UF7,YZ
8804751169RW3469,8804751169RW3469UF8,YZ
8804751169RW3469,8804751169RW3469UF9,YZ
8804751169RW3469,8804751169RW3469UF10,YZ
8804751169RW3469,8804751169RW3469UF11,YZ
8804751169RW3470,8804751169RW3470UF0,YZ
8804751169RW3470,8804751169RW3470UF1,YZ
8804751169RW3470,8804751169RW3470UF2,YZ
8804751169RW3470,8804751169RW3470UF3,YZ
8804751169RW3470,8804751169RW3470UF4,YZ
8804751169RW3470,8804751169RW3470UF5,YZ
8804751169RW3470,8804751169RW3470UF6,YZ
8804751169RW3473,8804751169RW3473UF0,YZ
8804751169RW3473,8804751169RW3473UF1,YZ
8804751169RW3474,8804751169RW3474UF0,YZ
8804751169RW3474,8804751169RW3474UF1,YZ
8804751169RW3475,8804751169RW3475UF0,YZ
8804751169RW3475,8804751169RW3475UF1,YZ
8804751169RW3475,8804751169RW3475UF2,YZ
8804751169RW3475,8804751169RW3475UF3,YZ
8804751169RW3475,8804751169RW3475UF4,YZ
8804751169RW3479,8804751169RW3479UF0,YZ
8804751169RW3488,8804751169RW3488UF0,YZ
8804751169RW3488,8804751169RW3488UF1,YZ
8804751169RW3490,8804751169RW3490UF0,YZ
8804751169RW3490,8804751169RW3490UF1,YZ
8804751169RW3492,8804751169RW3492UF0,YZ
8804751169RW3492,8804751169RW3492UF1,YZ
8804751169RW3492,8804751169RW3492UF2,YZ
8804751169RW3492,8804751169RW3492UF3,YZ
8804751169RW3500,8804751169RW3500UF0,YZ
8804751169RW3500,8804751169RW3500UF1,YZ
8804751169RW3500,8804751169RW3500UF2,YZ
8804751169RW3502,8804751169RW3502UF0,YZ
8804751169RW3504,8804751169RW3504UF0,YZ
8804751169RW3507,8804751169RW3507UF0,YZ
8804751169RW3507,8804751169RW3507UF1,YZ
8804751169RW3507,8804751169RW3507UF2,YZ
8804751169RW3507,8804751169RW3507UF3,YZ
8832857235,8832857235RW1378,XY
8832857235,8832857235RW1379,XY
8836152767,8836152767RW967,XY
8804776455,8804776455RW1640,XY
8804776455,8804776455RW1641,XY
8804776455,8804776455RW1642,XY
8804776455,8804776455RW1643,XY
8804776455,8804776455RW1644,XY
8804776455,8804776455RW1645,XY
8804776455,8804776455RW1646,XY
8804776455,8804776455RW1647,XY
8804776455,8804776455RW1648,XY
8804776455,8804776455RW1649,XY
8804776455,8804776455RW1650,XY
8804776455,8804776455RW1651,XY
8804776455,8804776455RW1652,XY
8804776455,8804776455RW1653,XY
8804776455,8804776455RW1654,XY
8804776455,8804776455RW1655,XY
8804776455,8804776455RW1656,XY
8804776455,8804776455RW1657,XY
8804776455,8804776455RW1658,XY
8804776455,8804776455RW1659,XY
8804776455,8804776455RW1660,XY
8804776455,8804776455RW1661,XY
8804776455,8804776455RW1662,XY
8804776455,8804776455RW1663,XY
8804776455,8804776455RW1664,XY
8804776455,8804776455RW1665,XY
8804776455,8804776455RW1666,XY
8804776455,8804776455RW1667,XY
8804776455,8804776455RW1668,XY
8804776455,8804776455RW1669,XY
8804776455,8804776455RW1670,XY
8804776455,8804776455RW1671,XY
8804776455,8804776455RW1672,XY
8804776455,8804776455RW1673,XY
8804776455,8804776455RW1674,XY
8804776455,8804776455RW1675,XY
8804776455,8804776455RW1676,XY
8804776455,8804776455RW1677,XY
8804776455,8804776455RW1678,XY
8804776455,8804776455RW1679,XY
8804776455,8804776455RW1680,XY
8804776455,8804776455RW1681,XY
8804776455,8804776455RW1682,XY
8804776455,8804776455RW1683,XY
8804776455,8804776455RW1684,XY
8804776455,8804776455RW1685,XY
8804776455,8804776455RW1686,XY
8804776455,8804776455RW1687,XY
8804776455,8804776455RW1688,XY
8804776455,8804776455RW1689,XY
8804776455,8804776455RW1690,XY
8804776455,8804776455RW1691,XY
8804776455,8804776455RW1692,XY
8804776455,8804776455RW1693,XY
8804776455,8804776455RW1694,XY
8804776455,8804776455RW1695,XY
8804776455,8804776455RW1696,XY
8804776455,8804776455RW1697,XY
8804776455,8804776455RW1698,XY
8804776455,8804776455RW1699,XY
8804776455,8804776455RW1700,XY
8804776455,8804776455RW1701,XY
8804776455,8804776455RW1702,XY
8804776455,8804776455RW1703,XY
8804776455,8804776455RW1704,XY
8804776455,8804776455RW1705,XY
8804776455,8804776455RW1706,XY
8804776455,8804776455RW1707,XY
8804776455,8804776455RW1708,XY
8804776455,8804776455RW1709,XY
8804776455,8804776455RW1710,XY
8804776455,8804776455RW1711,XY
8804776455,8804776455RW1712,XY
8804776455,8804776455RW1713,XY
8804776455,8804776455RW1714,XY
8804776455RW1651,8804776455RW1651UF0,YZ
8804776455RW1651,8804776455RW1651UF1,YZ
8804776455RW1652,8804776455RW1652UF0,YZ
8804776455RW1655,8804776455RW1655UF0,YZ
8804776455RW1655,8804776455RW1655UF1,YZ
8804776455RW1655,8804776455RW1655UF2,YZ
8804776455RW1656,8804776455RW1656UF0,YZ
8804776455RW1656,8804776455RW1656UF1,YZ
8804776455RW1657,8804776455RW1657UF0,YZ
8804776455RW1657,8804776455RW1657UF1,YZ
8804776455RW1657,8804776455RW1657UF2,YZ
8804776455RW1657,8804776455RW1657UF3,YZ
8804776455RW1657,8804776455RW1657UF4,YZ
8804776455RW1658,8804776455RW1658UF0,YZ
8804776455RW1658,8804776455RW1658UF1,YZ
8804776455RW1658,8804776455RW1658UF2,YZ
8804776455RW1658,8804776455RW1658UF3,YZ
8804776455RW1658,8804776455RW1658UF4,YZ
8804776455RW1660,8804776455RW1660UF0,YZ
8804776455RW1660,8804776455RW1660UF1,YZ
8804776455RW1660,8804776455RW1660UF2,YZ
8804776455RW1660,8804776455RW1660UF3,YZ
8804776455RW1660,8804776455RW1660UF4,YZ
8804776455RW1660,8804776455RW1660UF5,YZ
8804776455RW1660,8804776455RW1660UF6,YZ
8804776455RW1660,8804776455RW1660UF7,YZ
8804776455RW1660,8804776455RW1660UF8,YZ
8804776455RW1660,8804776455RW1660UF9,YZ
8804776455RW1660,8804776455RW1660UF10,YZ
8804776455RW1660,8804776455RW1660UF11,YZ
8804776455RW1660,8804776455RW1660UF12,YZ
8804776455RW1660,8804776455RW1660UF13,YZ
8804776455RW1660,8804776455RW1660UF14,YZ
8804776455RW1660,8804776455RW1660UF15,YZ
8804776455RW1660,8804776455RW1660UF16,YZ
8804776455RW1660,8804776455RW1660UF17,YZ
8804776455RW1660,8804776455RW1660UF18,YZ
8804776455RW1660,8804776455RW1660UF19,YZ
8804776455RW1660,8804776455RW1660UF20,YZ
8804776455RW1661,8804776455RW1661UF0,YZ
8804776455RW1661,8804776455RW1661UF1,YZ
8804776455RW1661,8804776455RW1661UF2,YZ
8804776455RW1662,8804776455RW1662UF0,YZ
8804776455RW1662,8804776455RW1662UF1,YZ
8804776455RW1663,8804776455RW1663UF0,YZ
8804776455RW1663,8804776455RW1663UF1,YZ
8804776455RW1663,8804776455RW1663UF2,YZ
8804776455RW1663,8804776455RW1663UF3,YZ
8804776455RW1663,8804776455RW1663UF4,YZ
8804776455RW1664,8804776455RW1664UF0,YZ
8804776455RW1665,8804776455RW1665UF0,YZ
8804776455RW1665,8804776455RW1665UF1,YZ
8804776455RW1665,8804776455RW1665UF2,YZ
8804776455RW1665,8804776455RW1665UF3,YZ
8804776455RW1665,8804776455RW1665UF4,YZ
8804776455RW1665,8804776455RW1665UF5,YZ
8804776455RW1667,8804776455RW1667UF0,YZ
8804776455RW1667,8804776455RW1667UF1,YZ
8804776455RW1667,8804776455RW1667UF2,YZ
8804776455RW1667,8804776455RW1667UF3,YZ
8804776455RW1667,8804776455RW1667UF4,YZ
8804776455RW1667,8804776455RW1667UF5,YZ
8804776455RW1667,8804776455RW1667UF6,YZ
8804776455RW1667,8804776455RW1667UF7,YZ
8804776455RW1667,8804776455RW1667UF8,YZ
8804776455RW1667,8804776455RW1667UF9,YZ
8804776455RW1667,8804776455RW1667UF10,YZ
8804776455RW1667,8804776455RW1667UF11,YZ
8804776455RW1667,8804776455RW1667UF12,YZ
8804776455RW1667,8804776455RW1667UF13,YZ
8804776455RW1667,8804776455RW1667UF14,YZ
8804776455RW1667,8804776455RW1667UF15,YZ
8804776455RW1667,8804776455RW1667UF16,YZ
8804776455RW1667,8804776455RW1667UF17,YZ
8804776455RW1668,8804776455RW1668UF0,YZ
8804776455RW1668,8804776455RW1668UF1,YZ
8804776455RW1669,8804776455RW1669UF0,YZ
8804776455RW1671,8804776455RW1671UF0,YZ
8804776455RW1671,8804776455RW1671UF1,YZ
8804776455RW1671,8804776455RW1671UF2,YZ
8804776455RW1671,8804776455RW1671UF3,YZ
8804776455RW1671,8804776455RW1671UF4,YZ
8804776455RW1671,8804776455RW1671UF5,YZ
8804776455RW1671,8804776455RW1671UF6,YZ
8804776455RW1671,8804776455RW1671UF7,YZ
8804776455RW1671,8804776455RW1671UF8,YZ
8804776455RW1671,8804776455RW1671UF9,YZ
8804776455RW1671,8804776455RW1671UF10,YZ
8804776455RW1671,8804776455RW1671UF11,YZ
8804776455RW1671,8804776455RW1671UF12,YZ
8804776455RW1671,8804776455RW1671UF13,YZ
8804776455RW1671,8804776455RW1671UF14,YZ
8804776455RW1671,8804776455RW1671UF15,YZ
8804776455RW1671,8804776455RW1671UF16,YZ
8804776455RW1671,8804776455RW1671UF17,YZ
8804776455RW1671,8804776455RW1671UF18,YZ
8804776455RW1671,8804776455RW1671UF19,YZ
8804776455RW1671,8804776455RW1671UF20,YZ
8804776455RW1671,8804776455RW1671UF21,YZ
8804776455RW1671,8804776455RW1671UF22,YZ
8804776455RW1671,8804776455RW1671UF23,YZ
8804776455RW1671,8804776455RW1671UF24,YZ
8804776455RW1671,8804776455RW1671UF25,YZ
8804776455RW1671,8804776455RW1671UF26,YZ
8804776455RW1671,8804776455RW1671UF27,YZ
8804776455RW1671,8804776455RW1671UF28,YZ
8804776455RW1671,8804776455RW1671UF29,YZ
8804776455RW1671,8804776455RW1671UF30,YZ
8804776455RW1671,8804776455RW1671UF31,YZ
8804776455RW1671,8804776455RW1671UF32,YZ
8804776455RW1671,8804776455RW1671UF33,YZ
8804776455RW1671,8804776455RW1671UF34,YZ
8804776455RW1671,8804776455RW1671UF35,YZ
8804776455RW1671,8804776455RW1671UF36,YZ
8804776455RW1671,8804776455RW1671UF37,YZ
8804776455RW1671,8804776455RW1671UF38,YZ
8804776455RW1671,8804776455RW1671UF39,YZ
8804776455RW1671,8804776455RW1671UF40,YZ
8804776455RW1671,8804776455RW1671UF41,YZ
8804776455RW1671,8804776455RW1671UF42,YZ
8804776455RW1671,8804776455RW1671UF43,YZ
8804776455RW1671,8804776455RW1671UF44,YZ
8804776455RW1671,8804776455RW1671UF45,YZ
8804776455RW1671,8804776455RW1671UF46,YZ
8804776455RW1671,8804776455RW1671UF47,YZ
8804776455RW1672,8804776455RW1672UF0,YZ
8804776455RW1673,8804776455RW1673UF0,YZ
8804776455RW1673,8804776455RW1673UF1,YZ
8804776455RW1674,8804776455RW1674UF0,YZ
8804776455RW1674,8804776455RW1674UF1,YZ
8804776455RW1674,8804776455RW1674UF2,YZ
8804776455RW1676,8804776455RW1676UF0,YZ
8804776455RW1677,8804776455RW1677UF0,YZ
8804776455RW1677,8804776455RW1677UF1,YZ
8804776455RW1677,8804776455RW1677UF2,YZ
8804776455RW1677,8804776455RW1677UF3,YZ
8804776455RW1679,8804776455RW1679UF0,YZ
8804776455RW1679,8804776455RW1679UF1,YZ
8804776455RW1679,8804776455RW1679UF2,YZ
8804776455RW1679,8804776455RW1679UF3,YZ
8804776455RW1679,8804776455RW1679UF4,YZ
8804776455RW1679,8804776455RW1679UF5,YZ
8804776455RW1680,8804776455RW1680UF0,YZ
8804776455RW1680,8804776455RW1680UF1,YZ
8804776455RW1680,8804776455RW1680UF2,YZ
8804776455RW1681,8804776455RW1681UF0,YZ
8804776455RW1681,8804776455RW1681UF1,YZ
8804776455RW1681,8804776455RW1681UF2,YZ
8804776455RW1681,8804776455RW1681UF3,YZ
8804776455RW1681,8804776455RW1681UF4,YZ
8804776455RW1681,8804776455RW1681UF5,YZ
8804776455RW1681,8804776455RW1681UF6,YZ
8804776455RW1681,8804776455RW1681UF7,YZ
8804776455RW1682,8804776455RW1682UF0,YZ
8804776455RW1682,8804776455RW1682UF1,YZ
8804776455RW1682,8804776455RW1682UF2,YZ
8804776455RW1682,8804776455RW1682UF3,YZ
8804776455RW1682,8804776455RW1682UF4,YZ
8804776455RW1682,8804776455RW1682UF5,YZ
8804776455RW1682,8804776455RW1682UF6,YZ
8804776455RW1682,8804776455RW1682UF7,YZ
8804776455RW1683,8804776455RW1683UF0,YZ
8804776455RW1683,8804776455RW1683UF1,YZ
8804776455RW1689,8804776455RW1689UF0,YZ
8804776455RW1689,8804776455RW1689UF1,YZ
8804776455RW1691,8804776455RW1691UF0,YZ
8804776455RW1691,8804776455RW1691UF1,YZ
8804776455RW1691,8804776455RW1691UF2,YZ
8804776455RW1691,8804776455RW1691UF3,YZ
8804776455RW1691,8804776455RW1691UF4,YZ
8804776455RW1691,8804776455RW1691UF5,YZ
8804776455RW1691,8804776455RW1691UF6,YZ
8804776455RW1691,8804776455RW1691UF7,YZ
8804776455RW1691,8804776455RW1691UF8,YZ
8804776455RW1691,8804776455RW1691UF9,YZ
8804776455RW1691,8804776455RW1691UF10,YZ
8804776455RW1691,8804776455RW1691UF11,YZ
8804776455RW1691,8804776455RW1691UF12,YZ
8804776455RW1691,8804776455RW1691UF13,YZ
8804776455RW1691,8804776455RW1691UF14,YZ
8804776455RW1691,8804776455RW1691UF15,YZ
8804776455RW1691,8804776455RW1691UF16,YZ
8804776455RW1691,8804776455RW1691UF17,YZ
8804776455RW1691,8804776455RW1691UF18,YZ
8804776455RW1691,8804776455RW1691UF19,YZ
8804776455RW1691,8804776455RW1691UF20,YZ
8804776455RW1691,8804776455RW1691UF21,YZ
8804776455RW1691,8804776455RW1691UF22,YZ
8804776455RW1691,8804776455RW1691UF23,YZ
8804776455RW1691,8804776455RW1691UF24,YZ
8804776455RW1691,8804776455RW1691UF25,YZ
8804776455RW1691,8804776455RW1691UF26,YZ
8804776455RW1691,8804776455RW1691UF27,YZ
8804776455RW1691,8804776455RW1691UF28,YZ
8804776455RW1691,8804776455RW1691UF29,YZ
8804776455RW1692,8804776455RW1692UF0,YZ
8804776455RW1696,8804776455RW1696UF0,YZ
8804776455RW1696,8804776455RW1696UF1,YZ
8804776455RW1696,8804776455RW1696UF2,YZ
8804776455RW1696,8804776455RW1696UF3,YZ
8804776455RW1698,8804776455RW1698UF0,YZ
8804776455RW1698,8804776455RW1698UF1,YZ
8804776455RW1698,8804776455RW1698UF2,YZ
8804776455RW1698,8804776455RW1698UF3,YZ
8804776455RW1698,8804776455RW1698UF4,YZ
8804776455RW1698,8804776455RW1698UF5,YZ
8804776455RW1698,8804776455RW1698UF6,YZ
8804776455RW1698,8804776455RW1698UF7,YZ
8804776455RW1698,8804776455RW1698UF8,YZ
8804776455RW1698,8804776455RW1698UF9,YZ
8804776455RW1698,8804776455RW1698UF10,YZ
8804776455RW1698,8804776455RW1698UF11,YZ
8804776455RW1698,8804776455RW1698UF12,YZ
8804776455RW1698,8804776455RW1698UF13,YZ
8804776455RW1698,8804776455RW1698UF14,YZ
8804776455RW1698,8804776455RW1698UF15,YZ
8804776455RW1698,8804776455RW1698UF16,YZ
8804776455RW1698,8804776455RW1698UF17,YZ
8804776455RW1698,8804776455RW1698UF18,YZ
8804776455RW1698,8804776455RW1698UF19,YZ
8804776455RW1698,8804776455RW1698UF20,YZ
8804776455RW1698,8804776455RW1698UF21,YZ
8804776455RW1698,8804776455RW1698UF22,YZ
